2010 Population,% Foreign Born,Median Household Income,Below Poverty Level,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Retail Sales per Capita,Land Area (Square Miles),Population per Square Mile,% Person under 5 years,% Persons under 18 years,% Persons 65 and older,% Female Persons,% White,% Black African,% Asian,% Hispanic,"('Votes', ' No Preference')","('Votes', ' Uncommitted')","('Votes', 'Ben Carson')","('Votes', 'Bernie Sanders')","('Votes', 'Carly Fiorina')","('Votes', 'Chris Christie')","('Votes', 'Donald Trump')","('Votes', 'Hillary Clinton')","('Votes', 'Jeb Bush')","('Votes', 'John Kasich')","('Votes', 'Marco Rubio')","('Votes', ""Martin O'Malley"")","('Votes', 'Mike Huckabee')","('Votes', 'Rand Paul')","('Votes', 'Rick Santorum')","('Votes', 'Ted Cruz')"
216469,3.8,47955,13.7,0.0,1.5,0.0,27.8,9689,522.36,414.4,5.2,20.3,17.4,51.3,88.3,7.1,1.1,2.6,0,0,0,8916,0,0,10940,7694,0,3077,0,0,0,0,0,2197
234878,7.4,48729,15.9,2.3,2.5,0.0,26.2,11912,1212.43,193.7,5.8,21.3,17.5,50.2,87.0,6.8,3.7,5.3,0,0,0,7272,0,0,10832,6054,0,5108,0,0,0,0,0,3109
467026,7.1,54242,14.8,4.1,3.3,2.0,28.6,14048,778.39,600.0,5.8,21.9,15.3,51.7,80.9,11.7,3.6,4.6,0,0,0,18057,0,0,14372,20397,0,11486,0,0,0,0,0,5669
107931,3.6,56479,9.5,0.0,2.2,1.3,28.9,18243,644.07,167.6,5.0,20.8,17.7,50.9,94.0,2.6,1.2,4.3,0,0,0,3361,0,0,4122,2884,0,2430,0,0,0,0,0,1500
372813,11.3,70458,12.4,7.5,3.6,7.2,29.7,15228,811.69,459.3,6.5,26.0,12.6,50.0,81.8,11.8,2.8,19.4,0,0,0,11536,0,0,16130,12239,0,4135,0,0,0,0,0,2942
42883,3.5,48502,13.4,0.0,0.0,0.0,25.5,6198,391.26,109.6,4.9,20.2,16.2,50.3,90.0,6.7,0.5,4.7,0,0,0,877,0,0,2532,650,0,757,0,0,0,0,0,654
122109,2.1,48051,17.4,0.0,0.0,0.0,32.7,8186,951.65,128.3,5.5,21.6,14.5,50.0,96.3,1.1,0.7,2.3,0,0,0,3066,0,0,6151,2424,0,3163,0,0,0,0,0,1907
62259,3.4,47765,15.5,0.0,0.0,0.0,27.2,14991,1001.7,62.2,4.1,16.7,18.6,51.4,94.5,2.2,1.4,3.5,0,0,0,2623,0,0,2573,1817,0,1422,0,0,0,0,0,954
99710,12.3,95117,5.8,5.1,1.9,6.2,27.6,9315,230.31,432.9,4.5,21.4,14.8,50.2,92.3,3.2,2.4,13.0,0,0,0,3573,0,0,5757,3477,0,1509,0,0,0,0,0,915
2230722,47.8,57001,15.0,14.4,29.0,16.3,29.6,6404,108.53,20553.6,6.3,20.4,13.6,51.5,49.1,20.8,25.8,28.0,0,0,0,76305,0,0,19165,122386,0,5080,0,0,0,0,0,3982
159429,5.1,59432,13.2,2.7,2.8,1.6,30.5,8915,652.43,244.4,5.3,20.2,15.2,50.6,87.5,7.3,2.5,4.5,0,0,0,6649,0,0,4559,4738,0,2490,0,0,0,0,0,1516
468730,21.2,72569,11.9,7.3,0.0,0.0,29.0,7974,58.37,8030.3,5.8,22.2,14.6,51.6,77.1,11.9,8.3,18.1,0,0,0,14340,0,0,20263,16127,0,2502,0,0,0,0,0,1923
311687,22.0,84951,13.6,7.3,6.5,6.8,26.4,13019,173.55,1795.9,7.5,27.7,14.8,51.0,77.7,13.1,6.7,17.1,0,0,0,11072,0,0,8835,16966,0,2991,0,0,0,0,0,2212
111944,4.0,43647,19.6,0.0,0.0,0.0,0.0,11304,2680.38,41.8,5.5,20.7,15.3,49.1,93.8,2.5,1.2,2.2,0,0,0,4102,0,0,3617,2865,0,1905,0,0,0,0,0,978
219607,4.6,69826,6.5,1.0,0.0,0.0,28.5,20838,809.98,271.1,5.1,21.1,15.9,50.6,93.9,1.8,2.4,2.9,0,0,0,9112,0,0,11204,7206,0,7966,0,0,0,0,0,4197
154727,8.6,56061,12.7,5.0,0.0,3.2,32.1,11074,204.52,756.6,6.0,22.2,15.6,51.3,79.8,11.3,4.5,6.6,0,0,0,6862,0,0,4283,6146,0,2802,0,0,0,0,0,1869
32749,2.4,53245,11.5,0.0,0.0,0.0,0.0,8422,621.82,52.7,4.6,18.8,18.7,50.2,96.1,1.5,0.8,3.1,0,0,0,1088,0,0,1419,622,0,597,0,0,0,0,0,585
18343,2.0,46976,11.5,0.0,0.0,0.0,30.4,9504,328.33,55.9,5.1,19.7,19.2,49.6,96.7,1.2,0.4,1.7,0,0,0,818,0,0,938,491,0,431,0,0,0,0,0,384
35251,2.0,47618,12.3,1.4,1.4,0.0,29.1,12435,323.71,108.9,5.1,20.1,17.4,47.8,92.0,5.4,0.8,3.1,0,0,0,1164,0,0,1516,1042,0,819,0,0,0,0,0,491
98990,2.5,47476,15.5,0.0,0.8,1.4,33.1,11168,1390.56,71.2,5.7,22.3,17.4,50.4,95.1,1.6,1.5,1.6,0,0,0,2709,0,0,5957,1970,0,2616,0,0,0,0,0,2261
1493350,14.5,87763,6.4,4.5,4.3,7.1,27.0,15426,912.05,1637.4,5.4,22.2,15.2,50.7,85.2,8.3,4.0,18.2,0,0,0,41363,0,0,69379,49926,0,17716,0,0,0,0,0,8548
77547,9.8,48089,18.2,4.1,3.3,5.4,0.0,10670,968.13,80.1,5.9,21.6,16.8,48.7,85.2,9.8,1.7,14.9,0,0,0,2671,0,0,2563,2088,0,627,0,0,0,0,0,526
51125,2.1,55726,9.3,0.0,0.0,0.0,30.5,5996,518.6,98.6,5.2,21.9,17.9,50.3,96.8,0.9,0.7,1.7,0,0,0,1825,0,0,2801,1232,0,1466,0,0,0,0,0,1347
101564,12.6,51393,20.5,0.9,5.3,0.0,32.1,10141,474.65,214.0,4.2,15.4,12.3,50.7,81.5,4.4,10.4,4.7,0,0,0,9298,0,0,1723,5625,0,1601,0,0,0,0,0,1244
182493,7.4,58590,12.5,0.0,2.3,3.7,32.0,12346,1124.24,162.3,4.5,18.5,17.4,50.2,88.1,6.8,2.0,9.8,0,0,0,11572,0,0,6042,6927,0,2050,0,0,0,0,0,1235
65707,3.0,55904,10.9,0.0,0.0,0.0,26.7,21005,866.95,75.8,4.7,19.0,19.8,51.1,96.2,1.2,0.9,2.2,0,0,0,2637,0,0,3489,1639,0,2592,0,0,0,0,0,1062
63216,2.3,52361,13.2,0.0,0.0,0.0,32.2,7759,831.18,76.1,4.9,19.8,17.3,48.2,94.6,3.4,0.5,2.5,0,0,0,2087,0,0,2337,1167,0,1741,0,0,0,0,0,974
93772,2.8,52601,11.3,1.0,0.0,2.7,28.6,8922,603.83,155.3,5.4,22.1,16.5,50.5,93.7,3.3,0.7,4.0,0,0,0,2319,0,0,4285,1859,0,1924,0,0,0,0,0,1548
949113,25.0,81946,9.5,8.9,5.5,10.0,29.6,15007,430.5,2204.7,5.7,22.9,15.6,51.7,74.4,16.1,6.2,23.7,0,0,0,33726,0,0,22958,69628,0,13217,0,0,0,0,0,4647
42155,2.1,51100,10.5,0.0,0.0,0.0,29.9,8078,592.75,71.1,4.8,19.2,15.5,45.7,92.0,6.1,0.5,3.2,0,0,0,909,0,0,2668,594,0,703,0,0,0,0,0,712
25348,1.7,49335,15.9,0.0,0.0,0.0,0.0,7290,338.14,75.0,6.4,23.3,18.4,51.3,97.2,1.0,0.5,2.2,0,0,0,669,0,0,1296,552,0,799,0,0,0,0,0,369
151131,7.6,43043,18.3,8.7,2.3,0.0,27.1,13595,423.94,356.5,5.8,22.9,16.1,52.3,75.5,19.5,1.6,12.1,0,0,0,5755,0,0,6507,7374,0,1791,1300,0,0,0,0,6956
37198,2.6,40637,17.2,0.0,0.0,0.0,21.4,5957,259.99,143.1,5.0,21.0,18.9,49.2,91.2,5.9,1.1,4.4,0,0,0,1123,0,0,2608,1148,0,374,242,0,0,0,0,2830
11155,6.0,35170,19.8,0.0,0.0,0.0,31.1,6719,235.06,47.5,4.3,18.1,24.5,50.3,95.4,1.9,0.8,9.5,0,0,0,571,0,0,790,563,0,159,99,0,0,0,0,501
26948,3.0,33870,24.2,28.0,0.0,0.0,30.2,7145,531.45,50.7,4.9,20.4,16.4,48.2,48.1,48.6,1.1,3.5,0,0,0,914,0,0,612,2307,0,72,64,0,0,0,0,443
27281,4.2,35951,21.1,0.0,0.0,0.0,0.0,11474,426.14,64.0,4.7,18.6,23.6,50.4,97.2,1.0,0.5,5.3,0,0,0,1205,0,0,1993,1219,0,443,285,0,0,0,0,1588
17797,3.4,36969,18.0,0.0,0.0,0.0,18.5,11084,247.09,72.0,3.9,16.1,20.3,45.5,93.6,4.4,0.6,4.7,0,0,0,425,0,0,1785,326,0,417,296,0,0,0,0,1463
47759,4.6,40429,21.0,0.0,0.0,0.0,31.1,12504,827.19,57.7,5.4,21.2,21.6,51.9,71.8,25.3,0.6,7.5,0,0,0,1840,0,0,3165,2934,0,704,374,0,0,0,0,2690
21282,1.0,30768,23.4,23.6,0.0,0.0,0.0,4780,699.27,30.4,4.4,18.8,19.8,49.9,36.2,61.4,0.6,1.7,0,0,0,756,0,0,345,2065,0,43,30,0,0,0,0,470
35190,4.6,30164,25.8,0.0,0.0,0.0,38.3,6086,874.33,40.2,5.1,21.6,18.7,51.8,60.7,34.6,0.3,7.7,0,0,0,1524,0,0,1399,3442,0,93,97,0,0,0,0,802
107431,4.2,46438,16.6,4.7,1.1,2.2,27.6,10070,846.97,126.8,4.5,17.2,27.0,51.4,85.4,11.2,0.7,4.8,0,0,0,4252,0,0,11584,7192,0,3627,1735,0,0,0,0,4599
238318,5.7,44713,17.1,1.7,1.3,1.4,27.9,15862,656.67,362.9,5.3,19.4,18.1,52.0,89.6,6.5,1.2,6.5,0,0,0,30913,0,0,8430,17604,0,4229,2485,0,0,0,0,11433
90912,5.1,37263,20.0,4.3,0.0,0.0,23.8,7443,507.1,179.3,4.8,19.9,18.4,50.1,86.4,6.8,3.7,5.8,0,0,0,3460,0,0,4985,3511,0,984,695,0,0,0,0,4268
178011,7.6,53551,13.2,6.8,0.0,2.6,24.9,17253,361.75,492.1,6.3,26.2,12.5,51.2,77.4,17.1,2.8,10.0,0,0,0,6931,0,0,11300,8096,0,2778,1731,0,0,0,0,10105
83029,2.7,34357,19.5,1.7,0.0,0.0,22.5,8173,471.57,176.1,5.1,21.1,17.8,50.6,92.1,5.1,0.7,5.0,0,0,0,2108,0,0,5599,2156,0,1028,701,0,0,0,0,4567
9980,3.1,56607,6.0,0.0,0.0,0.0,0.0,2864,240.56,41.5,4.5,23.9,14.9,49.9,82.2,12.6,2.5,2.6,0,0,0,298,0,0,749,468,0,94,140,0,0,0,0,428
66469,3.4,46534,14.4,0.9,1.4,0.0,19.1,15467,506.25,131.3,4.5,18.4,21.8,50.7,89.7,6.2,1.2,4.3,0,0,0,2694,0,0,7077,2946,0,1492,834,0,0,0,0,3927
23719,1.7,35315,22.6,0.0,0.0,0.0,22.5,2281,424.92,55.8,4.7,19.0,19.6,49.2,64.0,33.5,0.3,3.6,0,0,0,885,0,0,995,1701,0,87,83,0,0,0,0,786
154358,7.1,44332,15.2,0.0,1.9,0.0,26.3,17251,398.72,387.1,5.7,23.0,16.2,50.9,84.7,8.9,4.1,8.9,0,0,0,4561,0,0,10991,5310,0,2354,1365,0,0,0,0,9710
63505,10.0,57091,12.4,0.0,0.0,0.0,27.1,9113,682.19,93.1,4.8,20.3,23.6,52.1,82.2,13.1,1.8,12.8,0,0,0,5510,0,0,3121,7406,0,1518,720,0,0,0,0,3404
27444,2.7,34432,17.9,1.0,0.0,0.0,28.0,15242,455.43,60.3,4.4,17.9,26.7,51.3,93.8,1.6,0.7,2.8,0,0,0,1021,0,0,2843,1024,0,450,351,0,0,0,0,1833
14793,4.4,34420,29.0,0.0,0.0,0.0,0.0,9235,172.47,85.8,5.4,21.1,22.4,52.4,63.2,34.2,0.7,3.2,0,0,0,470,0,0,694,974,0,178,109,0,0,0,0,576
10587,3.4,38828,24.3,0.0,0.0,0.0,0.0,13167,214.75,49.3,4.3,17.8,28.2,50.8,96.8,1.1,0.2,3.0,0,0,0,355,0,0,1215,487,0,201,164,0,0,0,0,877
98078,2.4,38989,19.3,7.7,1.4,2.0,22.8,9448,464.25,211.3,5.7,22.3,17.1,51.8,76.1,20.9,1.0,3.1,0,0,0,3104,0,0,4668,4880,0,749,531,0,0,0,0,4252
58098,3.0,35761,25.0,0.0,0.0,1.8,26.7,9769,937.29,62.0,5.5,22.3,17.7,50.7,63.9,30.5,0.4,4.9,0,0,0,2002,0,0,2162,3628,0,183,149,0,0,0,0,993
103505,4.7,47141,16.6,0.0,2.0,2.0,26.2,11512,708.96,146.0,7.0,22.5,17.1,49.2,72.2,21.7,2.6,7.1,0,0,0,3184,0,0,5608,5187,0,1427,883,0,0,0,0,4294
319431,5.6,45231,17.0,23.7,5.8,2.6,32.9,12624,652.32,489.7,8.2,25.8,10.8,51.0,53.2,37.6,2.7,11.0,0,0,0,11052,0,0,10763,22744,0,1733,1494,0,0,0,0,8006
23547,3.1,57159,9.8,0.0,0.0,0.0,23.2,11058,261.85,89.9,5.1,22.1,14.9,50.3,90.4,6.1,0.8,3.7,0,0,0,710,0,0,2368,780,0,462,392,0,0,0,0,1012
33920,5.9,55481,8.8,0.0,0.7,0.0,22.6,25548,383.42,88.5,5.3,19.6,18.7,50.6,94.0,3.0,0.6,6.8,0,0,0,2307,0,0,2650,2003,0,827,442,0,0,0,0,1156
162878,4.6,43083,16.3,3.3,0.0,0.0,26.4,8101,552.68,294.7,5.3,22.7,16.8,51.0,86.9,9.4,1.4,6.8,0,0,0,3878,0,0,10964,4489,0,1900,1360,0,0,0,0,9369
41240,4.2,50139,13.4,0.0,0.0,0.0,26.4,10066,264.11,156.2,5.1,21.9,19.3,51.1,90.4,6.5,0.8,6.4,0,0,0,1031,0,0,3847,1377,0,1229,629,0,0,0,0,3359
58505,12.7,34433,26.3,12.8,0.0,3.2,29.7,7879,816.22,71.7,6.6,24.9,15.8,50.8,70.2,26.0,0.6,21.6,0,0,0,1450,0,0,2300,3036,0,303,207,0,0,0,0,1859
267587,13.9,51853,18.5,24.6,4.1,3.7,34.0,12257,285.98,935.7,7.0,22.0,11.1,52.1,53.0,38.6,4.9,13.4,0,0,0,25584,0,0,4381,35845,0,3383,1983,0,0,0,0,6144
56552,2.5,33960,25.2,31.3,0.0,0.0,36.5,6204,505.34,111.9,6.4,23.2,16.9,53.6,40.1,57.7,0.3,4.2,0,0,0,2058,0,0,1160,6411,0,101,141,0,0,0,0,1081
350670,9.2,45724,18.6,13.0,2.0,3.0,26.3,14953,408.15,859.2,6.3,23.7,14.4,52.5,67.5,27.1,2.3,12.6,0,0,0,16779,0,0,14043,24446,0,7150,3428,0,0,0,0,15888
60619,4.6,41696,16.1,10.6,0.0,2.6,26.6,6500,491.68,123.3,5.6,23.0,15.2,50.4,69.8,26.8,0.6,8.0,0,0,0,2858,0,0,2984,4951,0,454,325,0,0,0,0,3443
206086,5.0,42017,17.9,0.0,2.2,0.0,27.4,11096,356.03,578.8,6.1,23.1,15.1,51.6,80.2,16.1,1.4,6.4,0,0,0,5738,0,0,11528,7697,0,2125,1788,0,0,0,0,9336
12197,1.0,46592,19.6,0.0,0.0,0.0,0.0,2895,340.45,35.8,5.0,21.6,17.8,51.2,63.7,33.2,0.2,2.0,0,0,0,356,0,0,387,749,0,34,45,0,0,0,0,255
8861,1.8,33903,21.1,0.0,0.0,0.0,36.4,5834,292.08,30.3,5.4,21.2,22.3,50.6,89.7,0.4,0.4,3.2,0,0,0,295,0,0,845,321,0,101,99,0,0,0,0,538
59916,4.0,49852,15.4,18.9,0.0,0.0,27.4,5757,531.57,112.7,4.9,21.3,15.3,49.0,64.7,32.1,0.7,7.6,0,0,0,2715,0,0,2215,4693,0,319,256,0,0,0,0,2180
21362,8.2,40853,23.3,0.0,0.0,0.0,0.0,4731,265.93,80.3,5.8,21.5,14.8,45.8,59.2,36.6,0.5,14.7,0,0,0,822,0,0,603,1643,0,63,47,0,0,0,0,675
488406,9.7,45431,18.1,16.7,4.2,3.0,29.2,15600,645.7,756.4,6.1,22.8,13.8,52.5,58.4,34.0,4.6,7.6,0,0,0,28204,0,0,18445,37880,0,8546,4766,0,0,0,0,20265
54691,1.7,32329,27.4,26.2,0.0,0.0,29.4,11061,724.09,75.5,5.5,21.9,18.3,52.2,40.8,53.2,0.8,2.7,0,0,0,2313,0,0,1274,6224,0,165,135,0,0,0,0,818
114678,5.6,44625,17.2,8.7,0.0,1.7,26.1,8029,594.99,192.7,7.5,27.2,11.2,50.5,72.1,21.5,1.3,11.9,0,0,0,3111,0,0,4943,4655,0,656,630,0,0,0,0,4670
59036,2.6,41557,16.6,0.0,0.9,0.0,25.3,14501,553.69,106.6,4.4,18.4,23.7,51.9,96.5,1.2,0.5,3.7,0,0,0,3873,0,0,3092,3748,0,877,615,0,0,0,0,2960
106740,7.7,44815,14.1,1.7,0.0,3.7,25.4,14699,373.07,286.1,4.9,19.7,24.5,51.7,93.0,3.4,1.1,9.9,0,0,0,5129,0,0,6972,4811,0,3202,1759,0,0,0,0,8301
24669,4.2,33406,26.0,0.0,0.0,0.0,0.0,10828,353.06,69.9,5.3,19.8,17.5,50.6,36.3,59.8,0.8,3.8,0,0,0,961,0,0,359,2926,0,47,42,0,0,0,0,255
46952,5.7,45489,22.9,0.0,2.1,3.3,0.0,2877,390.74,120.2,9.3,28.8,8.4,50.6,50.4,34.3,1.5,12.5,0,0,0,1837,0,0,1331,3528,0,133,166,0,0,0,0,957
5810,2.8,42279,25.6,0.0,0.0,0.0,0.0,5138,612.7,9.5,4.4,18.0,17.7,44.5,68.0,29.6,0.5,8.0,0,0,0,388,0,0,218,459,0,33,19,0,0,0,0,138
159437,5.7,50329,13.8,4.8,1.1,0.0,23.8,15114,573.83,277.8,5.6,23.9,14.6,50.8,83.1,12.2,2.4,7.3,0,0,0,4998,0,0,12861,5888,0,3119,1773,0,0,0,0,9401
40271,4.6,36951,21.8,0.0,0.0,0.0,21.0,11900,490.76,82.1,4.7,17.1,17.7,50.9,85.2,2.3,1.0,5.1,0,0,0,3021,0,0,1624,2022,0,546,377,0,0,0,0,1434
168878,7.6,49711,17.2,9.3,1.7,0.0,28.7,12565,791.3,213.4,6.5,26.4,12.3,50.9,80.4,16.0,0.8,13.4,0,0,0,6223,0,0,10189,7992,0,1559,1359,0,0,0,0,10826
10153,4.0,36213,16.7,0.0,0.0,0.0,0.0,3171,470.71,21.6,4.5,19.0,21.7,51.3,65.9,31.1,0.5,4.4,0,0,0,501,0,0,576,910,0,55,38,0,0,0,0,409
57866,11.3,44819,18.9,9.8,1.6,0.0,27.3,13219,254.96,227.0,7.0,25.3,15.0,50.8,75.2,20.1,1.1,19.5,0,0,0,2248,0,0,2387,3224,0,532,387,0,0,0,0,2233
59495,3.7,35770,23.7,0.0,0.0,0.0,24.7,14876,400.59,148.5,5.9,22.9,17.9,52.2,56.3,41.0,0.7,7.5,0,0,0,1947,0,0,2277,4731,0,324,352,0,0,0,0,1888
78265,5.0,48940,15.6,0.0,0.0,4.4,23.2,9800,297.94,262.7,5.0,21.9,15.9,50.2,91.7,5.8,0.6,7.2,0,0,0,2291,0,0,6293,2812,0,1203,940,0,0,0,0,5003
44996,3.4,35297,21.9,0.0,1.4,0.0,17.8,11066,440.61,102.1,5.2,20.7,18.5,49.8,92.8,4.1,0.9,5.5,0,0,0,1622,0,0,2552,1353,0,537,444,0,0,0,0,2422
33922,5.1,37892,21.3,0.0,0.0,0.5,25.1,14571,515.56,65.8,4.9,18.9,26.4,51.4,95.6,1.8,0.8,6.6,0,0,0,1428,0,0,2870,1548,0,786,523,0,0,0,0,2004
20764,2.5,38598,17.3,0.0,0.0,0.0,0.0,3757,449.57,46.2,4.9,19.1,19.8,50.3,95.9,1.8,0.5,2.7,0,0,0,2044,0,0,970,1201,0,212,171,0,0,0,0,1003
24505,2.2,35111,23.2,22.9,0.0,0.0,31.0,9640,461.22,53.1,5.2,20.7,20.6,53.0,55.0,42.9,0.5,3.6,0,0,0,1097,0,0,793,2469,0,92,83,0,0,0,0,863
919628,13.9,55444,15.4,15.6,4.5,4.8,30.8,16306,523.84,1755.5,7.0,24.6,10.0,51.9,59.2,32.2,5.5,12.7,0,0,0,45224,0,0,28531,71265,0,19991,10598,0,0,0,0,26557
15579,2.3,37680,18.3,0.0,0.0,0.0,18.5,10953,221.43,70.4,4.6,18.6,23.4,50.5,96.7,0.7,0.5,4.6,0,0,0,450,0,0,1775,314,0,403,262,0,0,0,0,1188
27798,8.6,31830,25.6,0.0,0.0,0.0,23.2,7655,491.76,56.5,6.1,23.2,18.5,51.4,77.1,19.0,1.5,15.2,0,0,0,885,0,0,1432,1366,0,214,126,0,0,0,0,899
88247,5.6,49544,15.6,8.3,0.0,0.6,24.6,11819,697.84,126.5,5.4,21.2,23.8,52.0,82.8,13.0,1.2,6.3,0,0,0,2948,0,0,7347,4679,0,3108,1168,0,0,0,0,5944
95840,4.5,43084,17.0,17.4,1.4,2.0,26.9,13643,540.41,177.3,5.8,22.9,16.4,51.9,56.8,39.4,1.0,6.6,0,0,0,3664,0,0,4379,8554,0,756,669,0,0,0,0,4578
202667,5.6,49835,16.9,5.9,1.4,0.0,26.6,20126,191.53,1058.1,5.3,19.4,15.8,52.0,81.3,14.6,1.4,5.4,0,0,0,12276,0,0,12631,12240,0,5150,2696,0,0,0,0,7144
22099,1.4,31433,26.3,31.9,0.0,0.0,42.0,4928,536.59,41.2,5.1,19.0,23.0,51.8,39.6,58.4,0.3,2.0,0,0,0,1067,0,0,557,3195,0,60,51,0,0,0,0,323
177772,4.2,45450,15.2,9.1,2.7,0.0,29.0,11698,762.74,233.1,9.8,25.4,8.4,45.4,76.6,15.8,2.2,12.1,0,0,0,3213,0,0,8343,4560,0,1491,1162,0,0,0,0,5686
133801,12.8,55569,17.8,6.4,2.8,0.0,35.5,9583,397.96,336.2,4.7,20.4,11.2,52.2,76.8,12.2,7.7,8.4,0,0,0,18096,0,0,2880,17546,0,2307,1437,0,0,0,0,3586
13144,4.1,43853,13.8,0.0,0.0,0.0,0.0,5546,336.54,39.1,3.8,16.5,26.0,48.7,77.0,20.1,0.6,3.5,0,0,0,676,0,0,999,922,0,232,126,0,0,0,0,554
40661,2.9,46053,18.4,14.3,5.3,0.0,27.0,17009,226.88,179.2,6.1,21.6,15.5,50.8,58.5,37.3,1.5,4.7,0,0,0,1128,0,0,1355,2471,0,272,234,0,0,0,0,934
52217,3.9,44524,19.3,10.4,0.0,0.0,32.3,6674,869.8,60.0,5.5,22.5,17.1,50.0,79.7,16.8,0.7,6.4,0,0,0,1880,0,0,4033,2880,0,762,483,0,0,0,0,2222
13453,2.1,43709,20.2,0.0,0.0,0.0,22.3,5546,247.09,54.4,4.7,20.3,24.3,51.9,73.2,24.4,0.5,2.3,0,0,0,481,0,0,726,711,0,202,135,0,0,0,0,531
39464,2.6,42317,18.0,0.0,0.0,1.6,0.0,10302,392.32,100.6,5.4,21.8,17.5,51.4,69.9,27.3,0.5,4.2,0,0,0,2150,0,0,1872,2954,0,197,211,0,0,0,0,1714
168148,4.8,40718,24.3,18.7,0.0,1.7,30.2,14302,651.98,257.9,6.1,21.9,11.3,52.8,60.7,34.8,1.9,5.9,0,0,0,7548,0,0,5556,11856,0,1650,1151,0,0,0,0,6573
20510,4.1,44745,16.7,0.0,0.0,0.0,32.3,5764,237.79,86.3,3.6,17.3,27.5,52.2,92.9,4.5,0.6,5.6,0,0,0,1123,0,0,1624,1099,0,455,216,0,0,0,0,1135
141752,6.8,41208,17.8,0.0,1.2,1.4,27.3,8303,782.52,181.1,5.8,23.6,16.1,50.6,89.8,6.3,1.2,11.1,0,0,0,2914,0,0,9108,2969,0,1470,1131,0,0,0,0,9013
46639,4.2,32384,25.9,0.0,0.0,0.0,26.1,9232,473.82,98.4,6.2,23.6,16.1,51.1,62.4,31.4,1.0,6.4,0,0,0,1595,0,0,1464,2941,0,154,131,0,0,0,0,841
134168,5.6,29806,31.7,14.7,2.0,0.0,31.7,10470,949.22,141.3,7.2,25.9,13.0,51.6,32.2,24.7,0.8,8.1,0,0,0,5206,0,0,2090,8457,0,212,276,0,0,0,0,1332
93643,3.7,38567,17.9,9.2,0.0,1.2,24.6,9121,565.55,165.6,5.1,21.0,18.4,51.7,78.1,19.0,0.6,5.9,0,0,0,3000,0,0,4911,4464,0,774,698,0,0,0,0,4451
138428,5.3,41495,18.8,6.4,1.9,3.1,29.7,8474,511.37,270.7,5.6,22.8,16.3,50.7,80.1,16.6,1.1,8.2,0,0,0,3969,0,0,9369,5031,0,1783,1092,0,0,0,0,7538
67810,2.8,36334,21.5,4.4,0.0,0.0,21.2,10144,564.15,120.2,5.3,21.4,19.5,51.6,87.3,9.9,0.6,4.1,0,0,0,2306,0,0,4128,2382,0,680,538,0,0,0,0,2882
63431,9.2,36496,22.8,17.1,0.0,0.0,28.5,9126,944.74,67.1,6.5,24.7,16.0,50.8,67.4,27.0,0.6,18.4,0,0,0,1554,0,0,3360,3790,0,363,288,0,0,0,0,2795
36157,2.0,29592,32.3,0.0,0.0,0.0,24.5,9928,318.85,113.4,6.5,23.5,16.1,50.8,46.4,39.2,0.8,2.9,0,0,0,1142,0,0,956,2671,0,177,126,0,0,0,0,617
60585,2.9,42518,16.1,0.0,0.0,0.0,26.6,10306,395.09,153.3,5.5,21.7,17.6,50.2,84.7,11.3,2.0,3.9,0,0,0,1813,0,0,5202,2153,0,747,586,0,0,0,0,3607
47401,1.5,42703,15.8,0.0,0.0,0.0,19.9,4921,448.86,105.6,4.5,20.0,19.1,50.9,93.9,4.2,0.4,2.9,0,0,0,1319,0,0,3776,1433,0,516,326,0,0,0,0,3380
73673,5.7,35641,19.9,0.0,0.0,3.0,24.3,14614,532.17,138.4,5.3,22.2,18.9,51.1,93.4,4.1,0.7,10.1,0,0,0,2204,0,0,4213,2380,0,765,468,0,0,0,0,3850
13981,2.0,36094,27.2,0.0,0.0,0.0,34.0,8417,528.0,26.5,6.3,22.7,18.5,51.7,65.7,1.3,0.6,4.7,0,0,0,831,0,0,621,666,0,132,115,0,0,0,0,449
33090,3.1,41781,14.3,0.0,0.0,0.0,17.3,8885,378.53,87.4,3.9,16.4,28.5,51.6,93.2,4.1,0.5,3.2,0,0,0,1954,0,0,1932,1794,0,1041,463,0,0,0,0,2139
4407,7.5,34216,20.8,0.0,0.0,0.0,0.0,7392,389.04,11.3,5.4,18.0,19.4,46.3,58.9,36.3,2.4,6.7,0,0,0,197,0,0,141,266,0,25,27,0,0,0,0,113
201292,9.1,65892,9.4,4.9,1.8,2.9,24.4,9214,631.52,318.7,6.0,28.6,11.3,50.6,83.2,12.1,2.2,11.0,0,0,0,5547,0,0,12641,7630,0,3740,2487,0,0,0,0,12335
45422,3.9,34987,28.0,25.9,0.0,0.0,28.5,13553,253.52,179.2,6.7,24.1,16.4,53.2,46.4,50.9,0.5,7.2,0,0,0,1999,0,0,1017,4561,0,114,120,0,0,0,0,696
900993,12.8,66006,11.0,12.0,4.8,3.8,28.6,15147,835.22,1078.8,6.5,25.0,10.0,51.3,69.0,21.3,6.4,10.0,0,0,0,65380,0,0,35174,77927,0,21622,12343,0,0,0,0,48462
20972,2.4,34285,26.2,36.1,0.0,0.0,23.1,3222,428.46,48.9,4.7,18.9,21.5,49.5,41.0,51.5,0.4,4.0,0,0,0,988,0,0,523,2827,0,84,50,0,0,0,0,297
