2010 Population,% Foreign Born,Median Household Income,Below Poverty Level,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Retail Sales per Capita,Land Area (Square Miles),Population per Square Mile,% Person under 5 years,% Persons under 18 years,% Persons 65 and older,% Female Persons,% White,% Black African,% Asian,% Hispanic,"('Votes', ' No Preference')","('Votes', ' Uncommitted')","('Votes', 'Ben Carson')","('Votes', 'Bernie Sanders')","('Votes', 'Carly Fiorina')","('Votes', 'Chris Christie')","('Votes', 'Donald Trump')","('Votes', 'Hillary Clinton')","('Votes', 'Jeb Bush')","('Votes', 'John Kasich')","('Votes', 'Marco Rubio')","('Votes', ""Martin O'Malley"")","('Votes', 'Mike Huckabee')","('Votes', 'Rand Paul')","('Votes', 'Rick Santorum')","('Votes', 'Ted Cruz')"
13228,2.0,34936,23.7,22.6,0.0,0.0,31.5,8370,348.14,38.0,5.6,21.3,21.1,53.0,48.3,48.7,0.4,4.8,0,0,0,597,0,0,282,1374,0,38,32,0,0,0,0,342
51079,3.5,34293,31.3,0.0,0.0,0.0,21.7,17836,312.56,163.4,3.4,13.2,14.2,50.0,95.1,1.9,1.1,3.5,0,0,0,5811,0,0,2321,2514,0,1065,924,0,0,0,0,2719
122623,6.9,41731,22.1,15.5,3.4,1.1,28.0,12251,553.09,221.7,6.8,24.1,14.5,50.8,63.6,31.9,1.4,11.1,0,0,0,3564,0,0,4954,7546,0,746,728,0,0,0,0,4921
69340,3.4,33159,22.7,0.0,0.0,0.0,22.0,11390,754.28,91.9,4.9,21.2,19.9,50.7,93.3,4.5,0.5,5.8,0,0,0,1783,0,0,5889,2107,0,1037,645,0,0,0,0,4730
81234,7.0,39204,23.2,16.6,0.0,0.0,27.7,13816,368.17,220.6,6.2,23.7,16.3,52.6,57.0,39.8,1.1,10.1,0,0,0,2935,0,0,3140,6408,0,559,414,0,0,0,0,3383
38406,5.7,40371,18.5,0.0,0.0,0.0,0.0,6366,334.83,114.7,5.4,21.9,18.3,50.4,94.3,3.5,0.3,10.7,0,0,0,783,0,0,3436,832,0,640,282,0,0,0,0,3183
17818,2.7,38579,20.1,0.0,0.0,0.0,26.2,8103,312.6,57.0,4.9,19.3,23.5,50.8,96.6,1.2,0.2,4.9,0,0,0,1386,0,0,1174,1134,0,282,165,0,0,0,0,1151
28550,0.2,35678,22.7,0.0,0.0,0.0,24.6,7485,583.87,48.9,6.1,24.5,16.6,50.7,97.4,0.6,0.2,0.8,0,0,0,638,0,0,2594,877,0,1726,78,0,0,0,0,843
106331,1.6,42823,18.6,4.9,0.0,0.0,26.8,15039,402.5,264.2,6.1,23.3,15.9,49.6,83.7,12.4,0.8,2.8,0,0,0,2730,0,0,7193,3670,0,8719,433,0,0,0,0,3710
53139,2.2,46548,16.3,0.0,1.0,0.0,19.9,7638,422.95,125.6,6.0,23.2,17.3,51.0,97.1,0.9,0.6,1.2,0,0,0,1465,0,0,3793,1451,0,5139,279,0,0,0,0,2012
101497,1.4,40516,18.7,0.0,1.2,0.0,24.3,10627,701.93,144.6,5.7,22.6,17.4,49.7,93.4,3.8,0.5,3.8,0,0,0,4256,0,0,6127,5320,0,5250,310,0,0,0,0,1833
64757,3.9,33823,31.7,0.0,0.0,1.8,29.3,8959,503.6,128.6,4.3,15.6,11.4,50.1,91.2,2.7,3.4,1.8,0,0,0,5663,0,0,2621,3533,0,2497,190,0,0,0,0,736
45949,1.0,52239,8.8,0.0,0.9,0.0,27.4,10616,401.39,114.5,6.1,24.3,17.0,50.4,97.7,0.5,0.5,1.5,0,0,0,952,0,0,4284,1031,0,4998,204,0,0,0,0,1767
70400,0.8,41534,14.6,0.0,0.0,0.0,25.2,12993,532.13,132.3,4.9,19.1,18.9,49.0,93.8,4.2,0.4,0.9,0,0,0,3263,0,0,5313,3982,0,2995,347,0,0,0,0,1959
44846,0.5,44341,14.1,0.0,0.0,0.0,32.1,5987,490.02,91.5,5.8,23.5,16.7,50.4,97.3,1.0,0.3,0.8,0,0,0,1067,0,0,4564,1562,0,2859,171,0,0,0,0,1430
368130,5.2,56610,13.6,3.3,2.6,1.4,28.1,13616,467.06,788.2,6.2,24.3,13.2,51.0,86.5,8.1,2.8,4.5,0,0,0,11102,0,0,27211,12874,0,28606,1676,0,0,0,0,9988
28836,0.9,43779,15.5,0.0,0.0,0.0,0.0,5687,394.61,73.1,4.8,21.5,19.3,49.8,97.6,0.6,0.3,1.2,0,0,0,976,0,0,2702,1084,0,1972,88,0,0,0,0,833
40097,1.0,49157,13.4,0.0,0.0,0.0,31.4,7264,428.67,93.5,5.9,23.4,16.6,50.2,94.8,2.3,0.5,1.5,0,0,0,1099,0,0,3370,1226,0,3593,147,0,0,0,0,1235
138333,2.2,43136,18.6,0.0,1.3,0.0,28.5,9977,397.47,348.0,5.9,22.8,17.9,51.5,87.1,9.0,0.7,3.1,0,0,0,4905,0,0,9953,7107,0,10661,503,0,0,0,0,2811
197363,2.4,60365,10.2,0.4,0.0,1.0,28.2,12577,452.1,436.5,6.0,24.2,14.0,50.7,95.7,1.5,1.1,1.7,0,0,0,5710,0,0,17186,5642,0,17153,980,0,0,0,0,6672
42040,1.3,46048,16.5,0.0,0.0,0.0,22.6,10489,408.68,102.9,6.4,24.0,15.2,50.6,94.9,2.3,0.5,1.6,0,0,0,942,0,0,3938,909,0,3456,251,0,0,0,0,1226
107841,1.2,42300,16.9,0.0,0.0,0.8,28.1,9782,531.89,202.7,5.3,20.9,18.3,49.6,95.6,2.5,0.4,1.5,0,0,0,3573,0,0,8823,4106,0,7094,377,0,0,0,0,2265
36901,0.5,41274,16.9,0.0,0.0,0.0,26.9,7151,563.91,65.4,6.0,23.5,17.9,50.5,96.9,1.2,0.3,0.9,0,0,0,1128,0,0,2747,1358,0,2621,148,0,0,0,0,874
43784,0.6,40783,16.6,0.0,0.0,0.0,23.8,7671,401.79,109.0,5.5,22.0,19.5,51.3,97.1,1.0,0.5,1.5,0,0,0,1141,0,0,3060,1344,0,3308,166,0,0,0,0,1713
1280122,7.0,43804,18.3,13.6,2.9,1.6,28.0,11193,457.19,2800.0,5.8,21.5,16.4,52.4,64.4,30.3,3.0,5.4,0,0,0,72297,0,0,45884,125914,0,76674,4597,0,0,0,0,12254
52959,0.7,43425,13.7,0.0,0.0,0.0,24.1,8567,598.1,88.5,5.9,24.2,18.6,50.8,97.7,0.6,0.4,1.5,0,0,0,999,0,0,5437,1246,0,5042,248,0,0,0,0,1770
39037,1.8,47593,13.9,0.0,0.0,0.0,28.0,14543,411.46,94.9,5.8,23.5,16.8,50.6,95.5,2.2,0.4,9.6,0,0,0,1435,0,0,2595,1507,0,3956,256,0,0,0,0,1402
174214,6.1,89757,4.9,2.1,4.2,0.0,28.9,14508,443.1,393.2,6.1,27.6,11.5,50.4,89.0,3.5,5.4,2.4,0,0,0,6891,0,0,11146,9552,0,32885,877,0,0,0,0,6199
77079,1.7,46498,13.3,2.9,0.0,0.0,28.0,13377,251.56,306.4,5.2,21.0,19.7,51.2,87.3,8.8,0.7,4.0,0,0,0,4299,0,0,4902,5449,0,5588,383,0,0,0,0,1600
146156,2.6,58786,11.9,0.0,0.0,1.3,29.1,9634,504.41,289.8,5.6,24.5,14.4,50.2,89.3,7.1,1.3,2.1,0,0,0,5074,0,0,9838,6408,0,15478,678,0,0,0,0,5380
29030,1.3,37619,20.1,0.0,0.0,0.0,21.4,21602,406.36,71.4,6.4,24.0,16.5,50.6,94.8,2.5,0.7,1.9,0,0,0,533,0,0,1902,760,0,2395,90,0,0,0,0,596
1163414,9.4,50877,18.1,11.8,3.8,1.8,31.9,17288,532.19,2186.1,7.2,23.7,10.9,51.3,69.8,22.2,4.6,5.1,0,0,0,67855,0,0,35224,84654,0,101217,2740,0,0,0,0,18413
42698,1.8,52856,11.4,0.0,0.0,0.0,22.3,9561,405.44,105.3,5.9,24.2,16.2,50.6,97.3,0.7,0.4,8.2,0,0,0,1528,0,0,2944,1480,0,4578,205,0,0,0,0,1680
30934,1.0,39226,17.7,0.0,0.0,0.0,23.2,11534,466.53,66.3,6.1,23.0,17.4,50.7,94.8,2.6,0.5,1.2,0,0,0,966,0,0,2900,945,0,2087,161,0,0,0,0,910
93389,3.0,67663,8.1,0.0,0.3,0.4,20.3,9332,400.16,233.4,5.1,24.1,18.0,50.6,96.9,1.3,0.7,1.4,0,0,0,3516,0,0,8101,4171,0,12034,616,0,0,0,0,2690
161573,4.5,58080,13.9,0.0,2.4,1.4,30.1,12776,413.73,390.5,5.5,20.7,15.6,50.8,86.6,7.3,3.1,2.7,0,0,0,6759,0,0,13137,6672,0,17070,816,0,0,0,0,4965
40087,0.6,38841,20.3,0.0,0.9,0.0,14.5,11596,522.25,76.8,5.9,22.8,17.5,50.7,95.8,1.6,0.3,1.0,0,0,0,1228,0,0,3029,1440,0,2661,164,0,0,0,0,949
802374,4.9,48593,18.0,10.8,2.3,0.8,28.4,12419,405.91,1976.7,6.6,23.3,14.2,51.9,69.0,26.1,2.4,2.9,0,0,0,38956,0,0,40951,57687,0,67510,15122,0,0,0,0,15122
74782,2.3,49589,14.0,0.0,0.0,0.0,24.6,14703,531.36,140.7,6.1,22.7,16.0,51.0,94.4,1.8,1.8,5.0,0,0,0,2490,0,0,5744,2062,0,8496,439,0,0,0,0,3037
32058,1.5,40415,18.1,0.0,0.0,0.0,26.1,6075,470.41,68.1,5.9,23.3,14.7,50.5,96.6,1.0,0.7,1.5,0,0,0,669,0,0,1953,771,0,2265,107,0,0,0,0,917
15864,0.4,39002,18.4,0.0,0.0,0.0,24.8,3418,402.34,39.4,5.2,21.0,19.6,50.7,95.8,2.2,0.2,0.8,0,0,0,674,0,0,1424,818,0,801,66,0,0,0,0,406
28215,1.6,49439,13.5,0.0,0.0,0.0,27.4,9260,416.01,67.8,6.2,23.9,17.6,50.8,97.4,0.7,0.5,7.3,0,0,0,952,0,0,1981,977,0,3499,156,0,0,0,0,948
43589,0.6,39091,19.5,0.0,0.0,0.0,0.0,8679,553.08,78.8,6.0,24.2,17.1,51.1,96.4,1.5,0.3,0.9,0,0,0,873,0,0,3831,1119,0,2619,176,0,0,0,0,1101
29380,0.9,42089,15.9,0.0,0.0,0.0,21.1,7553,421.32,69.7,5.6,23.2,17.1,50.3,97.4,0.7,0.3,0.9,0,0,0,1060,0,0,2007,1204,0,1782,91,0,0,0,0,894
42366,0.8,45477,15.8,0.0,0.0,0.0,15.7,8719,422.53,100.3,9.1,33.2,12.5,50.1,98.7,0.5,0.1,0.9,0,0,0,558,0,0,1845,561,0,2347,120,0,0,0,0,1245
59626,2.8,49404,13.5,0.0,0.0,0.0,30.5,9166,491.5,121.3,6.1,24.7,15.5,50.8,96.4,1.4,0.4,6.1,0,0,0,1907,0,0,3789,2036,0,4019,227,0,0,0,0,1464
33225,0.5,36356,24.6,0.0,0.0,0.0,23.8,10092,420.3,79.0,6.2,24.1,15.7,50.7,97.0,0.7,0.4,1.0,0,0,0,694,0,0,3018,1010,0,1963,164,0,0,0,0,673
69709,1.1,40577,16.6,0.0,1.5,0.0,28.1,10525,408.33,170.7,4.8,19.5,19.5,51.5,91.9,5.5,0.4,1.4,0,0,0,3353,0,0,5695,4328,0,3176,316,0,0,0,0,1494
60921,1.6,49750,14.2,0.0,0.0,0.0,20.2,9189,525.49,115.9,6.2,23.3,16.3,51.0,96.8,1.0,0.7,1.4,0,0,0,1987,0,0,4100,1902,0,5523,248,0,0,0,0,2972
230041,5.3,56018,9.2,1.1,1.7,0.0,25.8,14759,227.49,1011.2,5.0,20.9,18.0,51.2,93.0,3.9,1.4,4.0,0,0,0,10351,0,0,17306,12506,0,20566,1074,0,0,0,0,4421
62450,0.4,41552,18.3,0.0,0.0,0.0,0.0,8107,453.37,137.7,5.6,22.4,17.1,51.1,95.7,2.2,0.4,0.9,0,0,0,1994,0,0,5764,2654,0,3692,457,0,0,0,0,1921
166492,1.7,55114,12.0,0.0,0.0,0.0,29.5,11324,682.5,243.9,6.0,23.7,15.2,51.0,92.9,3.8,0.9,1.7,0,0,0,5849,0,0,10932,6785,0,17357,570,0,0,0,0,5476
45858,1.2,47542,15.9,0.0,0.0,0.0,27.3,9042,458.43,100.0,6.0,24.0,16.5,50.7,95.1,1.8,0.7,1.4,0,0,0,998,0,0,4064,1012,0,3931,262,0,0,0,0,1914
301356,2.9,51816,14.6,0.0,1.9,1.9,27.6,10646,491.1,613.6,5.6,22.8,16.3,50.7,86.8,8.9,1.2,9.2,0,0,0,16154,0,0,16286,21144,0,21544,1071,0,0,0,0,4956
441815,3.4,41556,20.8,7.1,1.9,2.1,26.0,12493,340.86,1296.2,6.4,23.2,14.6,51.5,75.3,19.7,1.8,6.7,0,0,0,24111,0,0,17403,32137,0,24633,1216,0,0,0,0,7821
43435,1.7,54956,11.0,0.0,0.0,0.0,21.9,22988,465.88,93.2,5.2,21.3,13.9,45.5,90.4,6.6,1.0,1.7,0,0,0,923,0,0,2566,1225,0,3935,143,0,0,0,0,1311
238823,3.2,41058,17.6,0.0,1.5,0.0,28.2,12567,411.62,580.2,5.1,20.5,19.1,51.3,80.9,15.9,0.9,5.4,0,0,0,14066,0,0,17139,21000,0,12669,794,0,0,0,0,2725
66501,1.2,42572,18.5,2.0,0.0,0.0,26.5,10301,403.76,164.7,5.8,21.2,15.9,46.9,91.0,6.4,0.6,2.4,0,0,0,1909,0,0,4091,2585,0,4494,201,0,0,0,0,1976
172332,2.8,65951,7.4,0.5,0.0,0.0,25.0,12439,421.36,409.0,5.3,23.5,15.5,50.6,95.9,1.4,1.2,1.9,0,0,0,6888,0,0,13552,7913,0,18572,849,0,0,0,0,4571
23770,0.3,35469,21.9,0.0,0.0,0.0,0.0,5424,430.1,55.3,5.4,21.7,18.0,50.9,97.4,0.9,0.2,0.5,0,0,0,757,0,0,2378,800,0,1647,149,0,0,0,0,650
40814,0.9,52535,9.4,0.0,0.0,0.0,26.3,9664,462.45,88.3,6.5,25.4,16.8,49.8,97.6,0.4,0.5,1.8,0,0,0,860,0,0,3530,1037,0,4488,217,0,0,0,0,2008
102506,1.7,52040,13.0,0.0,1.9,0.8,32.3,10704,406.58,252.1,5.7,23.2,17.3,50.6,94.3,2.2,1.4,1.5,0,0,0,2706,0,0,10848,3155,0,11050,588,0,0,0,0,3664
14642,0.2,40573,19.0,0.0,0.0,0.0,0.0,4401,455.72,32.1,5.4,20.9,21.7,49.7,97.9,0.5,0.1,0.5,0,0,0,1138,0,0,1037,1191,0,489,85,0,0,0,0,370
535153,3.7,43401,17.7,10.7,2.6,0.9,29.6,12719,461.55,1159.5,6.2,22.5,16.6,51.9,74.0,21.1,2.1,2.6,0,0,0,22538,0,0,35239,33352,0,39682,1701,0,0,0,0,10390
15054,0.4,37865,20.2,0.0,0.0,0.0,0.0,3605,416.42,36.2,5.1,21.8,19.7,50.2,93.1,3.0,0.1,0.8,0,0,0,430,0,0,1374,566,0,1236,110,0,0,0,0,481
34827,0.7,51484,13.6,0.0,0.0,0.0,21.5,4847,406.08,85.8,5.8,24.2,15.8,49.7,97.3,0.6,0.4,1.4,0,0,0,1035,0,0,2969,1164,0,3440,139,0,0,0,0,2078
86074,1.0,40524,18.1,2.0,0.0,0.0,21.5,13214,664.58,129.5,6.0,23.3,16.7,51.6,92.6,4.0,0.4,1.0,0,0,0,2299,0,0,6112,3066,0,6599,362,0,0,0,0,1836
14645,0.6,38290,15.2,0.0,0.0,0.0,39.5,7218,398.01,36.8,4.7,18.2,23.8,41.7,95.7,2.8,0.3,0.6,0,0,0,404,0,0,1183,522,0,846,65,0,0,0,0,349
41428,1.3,53202,11.0,0.0,0.0,0.0,0.0,11195,254.92,162.5,4.4,19.6,22.1,50.5,97.1,1.0,0.4,4.9,0,0,0,2012,0,0,2968,2566,0,3287,189,0,0,0,0,1070
19614,1.1,44861,13.7,0.0,0.0,0.0,11.9,5069,416.44,47.1,5.7,23.9,17.0,50.2,96.7,1.1,0.3,4.5,0,0,0,540,0,0,1313,723,0,1657,141,0,0,0,0,872
36058,0.4,41446,19.6,0.0,0.0,0.0,34.8,3894,407.97,88.4,5.9,24.2,15.0,50.0,97.6,0.5,0.1,0.8,0,0,0,1070,0,0,2539,1465,0,2158,120,0,0,0,0,933
55698,0.6,54003,13.3,0.0,0.0,0.0,27.6,7673,501.32,111.1,5.5,22.1,14.5,47.2,94.1,3.7,0.4,1.3,0,0,0,1631,0,0,3515,2097,0,4885,194,0,0,0,0,1985
28709,0.6,42165,23.5,0.0,0.0,0.0,18.7,7058,440.28,65.2,5.9,23.9,16.2,50.2,96.2,1.1,0.3,0.9,0,0,0,949,0,0,1711,1336,0,1205,107,0,0,0,0,558
161419,3.1,52697,16.1,1.1,1.4,0.0,22.5,10630,487.38,331.2,4.4,19.3,14.7,51.0,91.6,4.5,1.9,1.6,0,0,0,8877,0,0,10795,8665,0,10921,544,0,0,0,0,2699
42270,1.1,48405,12.2,0.0,0.0,0.0,0.0,10638,424.12,99.7,5.5,23.4,17.2,50.4,97.3,0.6,0.7,0.7,0,0,0,1046,0,0,5019,1176,0,3419,194,0,0,0,0,1563
34499,1.0,61192,6.9,0.0,0.0,0.0,23.5,7300,482.52,71.5,6.7,25.7,15.5,49.8,98.1,0.6,0.3,5.9,0,0,0,936,0,0,2778,811,0,5024,288,0,0,0,0,2246
124475,1.5,41835,15.7,2.2,2.2,0.0,25.2,11818,495.27,251.3,5.7,21.8,18.1,49.2,87.6,9.5,0.7,1.7,0,0,0,4080,0,0,8829,5225,0,8994,516,0,0,0,0,5742
78064,0.7,43264,19.7,0.0,0.0,0.0,30.5,10947,689.19,113.3,5.4,21.7,15.2,47.5,90.8,6.1,0.5,1.1,0,0,0,2595,0,0,4743,3582,0,4918,319,0,0,0,0,1927
60944,1.8,46140,14.3,0.7,0.0,3.0,28.7,9845,408.45,149.2,5.9,23.3,16.9,50.8,93.8,3.2,0.5,9.5,0,0,0,2456,0,0,4159,2866,0,5064,332,0,0,0,0,1941
79499,1.0,35379,23.3,0.0,0.0,0.0,31.6,9170,610.21,130.3,5.7,22.0,16.8,50.8,94.6,2.7,0.4,1.2,0,0,0,2903,0,0,5729,3499,0,3653,369,0,0,0,0,1440
56745,1.2,43764,15.5,0.0,0.0,0.0,27.8,8087,551.02,103.0,5.1,22.3,16.3,50.0,94.6,2.6,0.7,4.8,0,0,0,2064,0,0,3403,2081,0,4596,302,0,0,0,0,1507
49423,1.6,50427,11.4,0.0,0.0,0.9,0.0,8884,407.68,121.2,6.4,26.0,14.8,49.8,94.6,2.2,1.0,1.6,0,0,0,1110,0,0,4556,1284,0,4693,282,0,0,0,0,1864
375586,1.9,45641,15.0,3.5,1.2,0.5,27.4,13068,575.27,652.9,5.5,21.9,17.7,51.5,88.6,7.8,0.9,1.9,0,0,0,16235,0,0,26047,21515,0,33297,1462,0,0,0,0,7293
541781,4.5,49669,15.4,6.4,2.0,0.6,25.4,13558,412.75,1312.6,5.7,21.7,16.2,51.5,79.9,14.8,2.8,1.9,0,0,0,29451,0,0,55376,38874,0,79040,3816,0,0,0,0,15725
210312,1.6,42880,17.4,3.2,1.2,0.0,22.9,10872,618.3,340.1,5.2,21.0,19.4,51.2,88.8,8.6,0.5,1.6,0,0,0,14726,0,0,15125,17903,0,9792,659,0,0,0,0,2711
92582,1.3,43739,14.6,0.0,0.0,0.0,20.2,11800,567.64,163.1,5.9,22.9,17.9,50.6,96.9,0.9,0.3,2.4,0,0,0,4019,0,0,6025,4479,0,5598,403,0,0,0,0,2276
52300,2.8,65086,7.8,0.0,0.0,0.0,26.2,10039,431.73,121.1,5.8,25.4,11.3,52.5,92.4,2.7,3.2,1.5,0,0,0,1501,0,0,3652,1580,0,6835,279,0,0,0,0,2195
28744,0.8,45355,12.5,0.0,0.0,0.0,30.2,8403,409.16,70.3,5.9,23.5,18.0,51.3,97.0,1.0,0.4,2.8,0,0,0,621,0,0,2426,710,0,2688,283,0,0,0,0,1429
13435,0.2,36705,20.6,0.0,0.0,0.0,23.6,3241,412.36,32.6,5.6,23.3,15.4,50.4,97.5,0.6,0.2,0.7,0,0,0,496,0,0,1023,515,0,623,61,0,0,0,0,348
212693,5.6,72487,6.3,1.5,0.0,1.8,29.0,9129,401.31,530.0,5.9,25.9,13.0,49.8,90.1,3.5,4.7,2.6,0,0,0,6054,0,0,20244,6970,0,22870,1369,0,0,0,0,7965
61778,1.2,42834,15.3,0.0,0.0,0.0,0.0,10715,631.97,97.8,5.0,20.1,19.3,50.9,96.2,1.2,0.7,1.1,0,0,0,2411,0,0,5048,2557,0,5023,353,0,0,0,0,1997
114520,1.8,49135,12.4,0.8,1.2,0.0,21.3,9760,554.93,206.4,6.5,24.6,16.2,50.5,95.7,1.7,0.9,1.8,0,0,0,3225,0,0,6496,3448,0,10533,390,0,0,0,0,3587
37642,1.6,43089,13.7,0.0,1.9,1.3,0.0,8708,420.97,89.4,5.8,23.1,17.4,50.3,96.8,1.2,0.6,4.1,0,0,0,1156,0,0,2806,1007,0,3943,236,0,0,0,0,1314
125488,3.3,52069,14.7,0.0,1.2,1.9,23.0,12175,617.21,203.3,5.4,20.7,13.9,50.7,93.5,2.8,1.8,5.3,0,0,0,7165,0,0,6911,6108,0,10968,638,0,0,0,0,3718
22615,0.9,44448,11.1,0.0,0.0,0.0,0.0,8460,406.87,55.6,6.0,23.4,17.9,50.7,97.6,0.4,0.7,2.7,0,0,0,647,0,0,1720,661,0,1896,108,0,0,0,0,781
22683,2.5,32556,26.4,0.0,0.0,0.0,22.0,4941,573.48,39.6,6.8,26.8,14.5,49.7,44.6,0.5,0.6,6.1,0,0,112,971,0,0,491,582,0,22,384,0,0,0,0,516
5642,1.6,44811,12.8,0.0,0.0,0.0,0.0,5983,866.46,6.5,5.4,19.6,17.8,39.9,88.8,4.3,0.4,5.0,0,0,67,191,0,0,337,92,0,18,274,0,0,0,0,421
14182,1.0,37012,21.8,0.0,0.0,0.0,0.0,9472,975.52,14.5,5.6,22.3,18.0,47.7,74.4,4.0,0.5,3.6,0,0,61,723,0,0,278,370,0,18,104,0,0,0,0,269
5636,11.3,51422,9.9,0.0,0.0,0.0,30.8,4123,1814.67,3.1,5.5,25.3,17.2,50.0,94.3,0.9,0.3,22.8,0,0,109,94,0,0,285,52,0,23,153,0,0,0,0,557
22119,3.5,48989,15.1,0.0,0.0,3.3,23.3,25187,901.81,24.5,8.0,25.4,12.3,46.5,88.4,4.5,1.0,14.1,0,0,127,824,0,0,665,464,0,57,410,0,0,0,0,900
11943,6.8,44206,15.0,0.0,0.0,0.0,0.0,5917,928.42,12.9,8.2,26.4,17.8,50.2,81.1,3.5,0.4,9.1,0,0,98,435,0,0,452,313,0,29,302,0,0,0,0,533
42416,2.1,38897,18.4,0.0,1.0,0.0,30.7,8075,904.47,46.9,6.8,23.7,16.9,51.3,76.6,1.9,0.7,5.5,0,0,256,1913,0,0,877,1050,0,69,330,0,0,0,0,1242
29600,3.0,39267,20.6,0.0,0.0,0.0,29.4,8231,1278.29,23.2,6.7,24.9,15.6,48.2,65.0,3.0,0.3,11.3,0,0,145,1543,0,0,585,1060,0,41,360,0,0,0,0,847
115541,4.8,63629,7.0,0.0,2.2,2.4,27.2,10685,896.63,128.9,6.8,26.5,12.0,50.5,84.5,2.9,3.3,8.0,0,0,1376,4922,0,0,6201,3357,0,609,5817,0,0,0,0,8105
47557,2.5,41401,16.3,0.0,0.9,2.0,0.0,14526,822.18,57.8,6.9,25.5,15.6,51.3,75.8,7.1,1.1,6.7,0,0,396,2113,0,0,1337,1240,0,146,722,0,0,0,0,1482
46987,2.7,37260,22.8,0.0,0.0,0.0,24.5,7378,749.41,62.7,6.1,23.1,15.1,50.8,53.5,1.5,0.7,6.6,0,0,309,2897,0,0,920,2023,0,95,882,0,0,0,0,1067
15205,1.2,30201,27.1,0.0,0.0,0.0,14.8,7928,770.36,19.7,6.2,24.5,19.4,51.4,64.4,11.2,0.4,3.7,0,0,58,745,0,0,306,384,0,24,78,0,0,0,0,233
2475,11.3,38301,20.0,0.0,0.0,0.0,0.0,12520,1834.74,1.3,5.9,24.1,22.4,50.0,95.8,0.5,0.3,21.3,0,0,65,68,0,0,124,22,0,12,67,0,0,0,0,204
255755,5.9,54989,12.9,1.6,2.6,2.6,26.8,10692,538.77,474.7,5.9,22.3,11.9,50.1,80.0,4.9,4.4,7.9,0,0,2038,16428,0,0,9387,10433,0,1466,10101,0,0,0,0,12328
5925,1.0,34867,21.6,0.0,0.0,0.0,0.0,6735,516.68,11.5,5.7,23.9,20.4,51.1,73.1,0.7,0.2,3.9,0,0,18,456,0,0,102,136,0,4,36,0,0,0,0,86
124098,5.8,46036,17.3,8.4,4.4,0.0,26.6,10539,1069.29,116.1,7.4,24.2,11.0,48.0,66.4,17.8,2.7,12.6,0,0,518,3804,0,0,2378,3523,0,317,1418,0,0,0,0,3419
6193,1.8,46317,14.7,0.0,0.0,0.0,0.0,5256,632.65,9.8,5.9,23.9,18.2,49.9,81.4,2.3,0.2,7.2,0,0,45,388,0,0,144,204,0,12,76,0,0,0,0,317
15029,2.0,39236,17.8,0.0,0.0,0.0,12.4,12665,761.35,19.7,5.4,21.9,18.7,48.7,66.7,3.3,0.6,3.2,0,0,99,926,0,0,418,609,0,36,230,0,0,0,0,414
69967,1.6,43026,14.7,0.0,0.0,2.1,20.7,7529,950.14,73.6,6.2,24.2,16.9,50.5,80.0,2.4,0.4,3.7,0,0,634,2786,0,0,3327,2301,0,248,2133,0,0,0,0,3812
27469,7.0,44972,19.1,0.0,2.2,2.0,20.4,15754,988.82,27.8,7.6,24.6,13.1,50.0,84.1,3.4,1.5,16.5,0,0,246,1273,0,0,777,750,0,78,870,0,0,0,0,1491
41487,2.3,36588,21.2,0.0,0.0,0.0,20.2,7223,738.18,56.2,4.8,21.3,23.0,50.9,67.1,0.5,1.2,3.5,0,0,312,1773,0,0,1721,1447,0,129,1070,0,0,0,0,1363
4810,1.6,46488,14.2,0.0,0.0,0.0,0.0,9932,999.48,4.8,6.8,26.1,19.4,51.0,88.9,0.5,0.9,6.1,0,0,89,270,0,0,259,134,0,6,124,0,0,0,0,363
4151,1.9,47344,16.0,0.0,0.0,0.0,0.0,10745,1231.52,3.4,5.4,23.3,20.2,50.6,94.5,0.7,0.2,7.5,0,0,58,193,0,0,244,70,0,27,184,0,0,0,0,350
60580,6.6,44530,13.9,0.0,1.9,0.0,24.3,12834,1058.47,57.2,7.4,25.7,15.2,50.2,85.9,3.4,1.4,11.4,0,0,547,1771,0,0,2741,1403,0,304,2545,0,0,0,0,2798
27576,2.9,38245,19.1,0.0,0.0,0.0,24.0,12248,802.12,34.4,6.7,24.9,17.1,50.7,82.3,2.8,0.8,7.6,0,0,179,1505,0,0,899,909,0,44,422,0,0,0,0,1028
52431,1.9,49637,13.9,0.0,0.0,1.6,25.2,8727,1100.5,47.6,6.0,24.4,14.9,50.3,86.3,2.6,0.5,5.3,0,0,443,2677,0,0,2274,1629,0,160,1659,0,0,0,0,3020
4527,0.9,46625,8.8,0.0,0.0,0.0,0.0,12196,1000.87,4.5,6.1,23.8,20.6,50.9,93.3,1.2,0.2,4.3,0,0,65,224,0,0,333,125,0,29,235,0,0,0,0,316
6239,1.0,39900,9.9,0.0,0.0,0.0,0.0,4834,639.32,9.8,5.2,19.9,18.2,42.6,84.7,7.7,0.3,11.3,0,0,21,332,0,0,111,164,0,8,57,0,0,0,0,91
2922,3.2,26688,28.8,0.0,0.0,0.0,0.0,6240,537.19,5.4,7.5,24.8,19.4,51.8,84.6,8.4,0.5,27.4,0,0,18,167,0,0,46,122,0,3,48,0,0,0,0,59
