Population % Change,2010 Population,% Foreign Born,Veterans,Mean Travel Time,Median Household Income,Below Poverty Level,Total Number of Firms,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Manufacturers Shipments ($1000),Retail Sales ($1000),Retail Sales per Capita,Building permits,Land Area (Square Miles),Population per Square Mile,No Preference,Uncommitted,Ben Carson,Bernie Sanders,Carly Fiorina,Chris Christie,Donald Trump,Hillary Clinton,Jeb Bush,John Kasich,Marco Rubio,Martin OMalley,Mike Huckabee,Rand Paul,Rick Santorum,Ted Cruz
3.2,22578,1.8,1630,35.2,43958,18.6,2033,4.9,0,0,21.3,0,231543,10510,0,478.71,47.2,0,0,0,122,0,0,2245,349,0,166,192,0,0,0,0,1944
-0.5,14400,0.8,1153,37.6,36888,18.2,783,0,0,0,0,0,39126,2857,0,712.76,20.2,0,0,0,61,0,0,1088,374,0,90,100,0,0,0,0,826
-1.1,21906,0.4,1095,21.5,34129,21.9,1973,14.5,0,0,32.2,732464,377005,16312,14,422.11,51.9,0,0,0,245,0,0,1727,1634,0,214,129,0,0,0,0,960
4.4,43929,3.6,4397,29.1,44522,18.7,4258,0,3.3,0,0,0,383192,9642,502,473.75,92.7,0,0,0,531,0,0,4147,893,0,598,354,0,0,0,0,2004
6.4,187105,4.5,22647,21.7,43124,19.9,14674,10.7,4.7,1.5,24.7,0,2903219,16472,1125,573.99,326,0,0,0,2313,0,0,12555,6886,0,2479,1382,0,0,0,0,7832
-0.7,245285,1.9,14001,21.3,37626,25.3,21768,37.5,1.8,0.4,33.5,1406186,2992625,12021,611,869.74,282,0,0,0,5723,0,0,6976,31386,0,3177,1298,0,0,0,0,5775
-5.2,19198,0.2,574,25.7,22325,43.5,1086,39.7,0,0,25.9,207973,114372,5599,7,756.7,25.4,0,0,0,231,0,0,413,3301,0,67,27,0,0,0,0,200
-6.8,9375,0.8,499,19,23600,44.9,718,0,0,0,27.6,0,81350,8198,0,418.49,22.4,0,0,0,134,0,0,433,2894,0,62,48,0,0,0,0,126
-0.6,1406,0,85,26.9,24767,32.5,40,0,0,0,0,0,0,0,1,413.05,3.4,0,0,0,20,0,0,117,175,0,14,8,0,0,0,0,26
0.5,23401,0.2,1526,23.6,36073,15.7,2007,0,0,0,25.3,0,135017,5876,1,532.79,43.9,0,0,0,151,0,0,1905,377,0,226,180,0,0,0,0,1775
1.1,139668,3.5,14074,24.3,48943,15.9,9245,12.5,3.8,0,30.6,0,1305043,9964,327,722.75,193.2,0,0,0,1448,0,0,9934,4811,0,1720,1101,0,0,0,0,7080
-2.7,17062,0.6,1001,26,31170,22.1,1100,0,0,0,31.9,256511,68927,3839,1,676.24,25.2,0,0,0,203,0,0,1286,1976,0,93,40,0,0,0,0,821
-1.7,7726,0,304,24.6,26028,40,552,0,0,0,53.1,0,18620,2073,0,519.93,14.9,0,0,0,175,0,0,116,1550,0,19,16,0,0,0,0,85
-5.3,12487,0.8,600,32.7,27186,27,962,32.2,0,0,0,0,57305,4508,0,408.44,30.6,0,0,0,190,0,0,763,1806,0,70,54,0,0,0,0,418
0.8,67761,3.2,4596,21.9,38074,23,4578,6.9,0,0,23.3,1759970,816399,12212,21,694.8,97.5,0,0,0,510,0,0,6388,2681,0,454,304,0,0,0,0,4648
-2.8,10456,0.8,579,27.3,29003,33.3,567,34.7,0,0,0,0,46672,4670,0,766.18,13.6,0,0,0,106,0,0,484,1008,0,53,42,0,0,0,0,328
11.8,47351,2.9,2287,18.3,43328,25.6,3805,0,0,0,21.9,0,507113,11711,471,631.71,75,0,0,0,1336,0,0,2521,2451,0,1261,677,0,0,0,0,2306
7.9,55658,2.2,3884,24.9,51154,17.4,5219,0,1.2,0,22.4,0,991801,20858,0,497.06,112,0,0,0,544,0,0,5197,1464,0,1039,534,0,0,0,0,4355
-0.7,80261,1.8,6565,20.6,36203,24.1,6323,19,0,0,26.2,750921,1320584,16936,118,703.63,114.1,0,0,0,619,0,0,4740,3306,0,955,569,0,0,0,0,3857
-3.3,12929,0.2,1067,35.8,38393,18.8,1081,0,0,0,17.3,0,46762,3530,5,430.67,30,0,0,0,179,0,0,1201,1112,0,98,91,0,0,0,0,717
-2.6,23805,2.5,1334,32.4,32521,27.7,1195,24.5,0,0,22.7,0,180447,7927,0,583,40.8,0,0,0,260,0,0,1413,1614,0,159,90,0,0,0,0,1010
2.8,82910,2,5227,18.8,42074,18.3,6912,7.8,0.7,0.6,21.8,2986825,1439479,17967,98,449.95,184.3,0,0,0,884,0,0,5369,3020,0,1244,727,0,0,0,0,5921
-2.8,32317,3.1,1052,16,24480,40.4,1599,0,3.5,0,26.9,0,438713,12503,19,592.54,54.5,0,0,0,219,0,0,766,2094,0,322,69,0,0,0,0,402
-0.3,34869,0.8,2037,28,36498,23.5,3017,17.5,0,0,0,275680,501974,14629,8,586.12,59.5,0,0,0,309,0,0,2950,1817,0,492,358,0,0,0,0,2246
-0.1,59779,1.9,5251,21,37868,25.4,5145,11.3,1.6,0,23,2075457,809310,13596,85,505.51,118.3,0,0,0,846,0,0,3342,4030,0,748,453,0,0,0,0,3155
6.8,95203,4,5516,23,59904,12.7,11036,17.5,1.9,0,24.7,6471938,1268437,14172,742,714.51,133.2,0,0,0,1434,0,0,7540,7414,0,3426,1250,0,0,0,0,5408
-4.5,27088,0.3,1646,33.1,29400,28.2,2477,0,1.3,0,24.9,166262,259002,10098,0,542.38,49.9,0,0,0,202,0,0,2454,1539,0,201,159,0,0,0,0,1786
-2.4,37144,1.5,2207,30.9,36022,22.2,2734,36.8,0,0,29.1,0,166379,4559,118,706.19,52.6,0,0,0,386,0,0,1712,3361,0,131,161,0,0,0,0,1679
-2.7,36989,0.3,2385,23.3,36308,21.6,2169,7.1,1.2,0,30,1472743,281974,7610,3,765.09,48.3,0,0,0,311,0,0,2602,1913,0,347,303,0,0,0,0,1772
-4.8,10925,0.1,767,20.3,30466,31.1,908,25.6,0,0,29.7,0,136579,11892,89,406.98,26.8,0,0,0,109,0,0,698,953,0,103,56,0,0,0,0,520
-0.7,29676,1.1,1721,24.4,37050,24.1,1760,0,0,0,26.6,192438,255834,8565,0,570.14,52.1,0,0,0,248,0,0,2249,929,0,381,203,0,0,0,0,1500
0.5,21720,1,1839,26.4,39190,18.6,1355,0,0,0,26.4,290795,146663,6500,0,578.1,37.6,0,0,0,182,0,0,1794,1000,0,255,188,0,0,0,0,1519
-3.7,11545,1.2,379,26.8,24338,34.6,760,0,0,0,23.9,198912,82888,6993,0,695.14,16.6,0,0,0,134,0,0,229,1397,0,46,29,0,0,0,0,282
3.7,47671,3.7,2216,18.9,30987,33.7,2624,0,2.1,1.1,22.5,514341,387892,8838,257,458.2,104,0,0,0,739,0,0,1548,2389,0,858,420,0,0,0,0,1937
-0.7,34707,0.2,1901,25.8,35715,25.3,2784,0,0,0,26.2,495278,384416,10918,9,685.14,50.7,0,0,0,479,0,0,2272,3061,0,193,206,0,0,0,0,1406
-0.9,55834,1.7,4982,33.4,42510,22.2,5224,0,0.8,0,0,0,615612,10779,177,810.86,68.9,0,0,0,352,0,0,4562,974,0,476,343,0,0,0,0,3483
-0.2,12250,0.3,917,31.2,36124,21,955,0,0,0,21.5,0,60391,4951,1,647.25,18.9,0,0,0,77,0,0,676,401,0,55,23,0,0,0,0,549
-0.9,40404,1.2,2235,23.4,34841,27.5,3533,29.2,0,0,26.2,0,544686,13694,1,409.02,98.8,0,0,0,425,0,0,2187,2870,0,468,161,0,0,0,0,1439
3.3,29957,2.5,1528,24.1,39899,14,1706,0,0,0,14.5,0,203614,7068,25,497.69,60.2,0,0,0,271,0,0,2320,733,0,314,213,0,0,0,0,2498
0.6,25276,0.2,1133,23.6,32503,24.2,1862,5.9,0,0,32.1,975223,162043,6359,14,414.98,60.9,0,0,0,251,0,0,1597,681,0,191,164,0,0,0,0,1369
-6.6,8223,1,483,22.5,22863,40.7,353,34.3,0,0,0,0,24719,2815,1,405.01,20.3,0,0,0,142,0,0,210,986,0,29,23,0,0,0,0,128
4.2,141617,2.4,9765,25.1,57380,11.5,12782,7.6,2.4,0,23.7,1865834,2226182,16103,573,775.49,182.6,0,0,0,1356,0,0,13729,4689,0,3038,1633,0,0,0,0,10280
0.7,28264,7.1,1264,23.8,34534,24.7,1806,18.9,0,2.4,0,1057520,235128,8050,4,609.19,46.4,0,0,0,309,0,0,1823,2013,0,208,152,0,0,0,0,1214
-5.5,4916,0.2,294,18.2,35125,31.2,465,0,0,0,0,0,30978,5644,2,431.72,11.4,0,0,0,57,0,0,232,645,0,32,28,0,0,0,0,110
-0.1,27503,1.5,1709,34.2,38362,22.6,2166,17,0,0,23.6,0,212575,7640,24,589.16,46.7,0,0,0,294,0,0,2420,1855,0,310,210,0,0,0,0,1561
-1.8,16491,0.6,948,28,34753,23.6,1131,14.8,0,0,32.7,402581,51097,3206,2,636.25,25.9,0,0,0,147,0,0,1820,712,0,115,86,0,0,0,0,1182
0.5,17786,0.9,1520,33.5,42963,18,1376,0,0,0,26.2,0,190727,12237,20,445.49,39.9,0,0,0,144,0,0,1401,544,0,172,108,0,0,0,0,1428
-6.6,29450,0.7,1321,18,26619,36.1,1945,29.5,0,0,28.6,0,211330,6825,7,697.75,42.2,0,0,0,299,0,0,897,2332,0,163,71,0,0,0,0,306
-4,15378,4.9,640,24.5,29853,30.2,728,13.5,0,0,17,0,56799,4315,4,645.29,23.8,0,0,0,166,0,0,769,1341,0,65,40,0,0,0,0,313
-2.3,28886,1.5,1585,29.5,41494,18.5,2107,19.1,0,0,32.5,244257,237674,8833,45,404.76,71.4,0,0,0,242,0,0,1795,1435,0,178,184,0,0,0,0,2034
-0.9,22232,1.6,1274,22.8,34636,25.5,1674,0,0,0,16.4,566188,130910,6101,5,457.82,48.6,0,0,0,172,0,0,1951,575,0,223,173,0,0,0,0,1551
-0.9,19593,2,1546,22.9,32592,17.6,1634,0,0,0,16.5,305441,112571,5867,2,424.25,46.2,0,0,0,197,0,0,1854,361,0,222,153,0,0,0,0,1228
-1.7,10778,3.8,522,18.3,31446,30.3,509,32.2,0,0,34.2,0,130682,12457,15,454.67,23.7,0,0,0,220,0,0,150,904,0,19,12,0,0,0,0,82
3.5,27134,3.2,1681,23.6,38373,23.5,2330,0,0,0,19.7,418120,267289,9965,19,415.6,65.3,0,0,0,223,0,0,2169,593,0,318,242,0,0,0,0,2113
-3.8,15443,0.6,701,34.2,31090,25.3,1301,41.1,0,0,33.2,167291,124687,8113,0,403.94,38.2,0,0,0,132,0,0,1143,1111,0,134,73,0,0,0,0,598
-1.6,48773,1.6,2786,18.3,41025,24.4,4157,18.8,0,0,29.8,1856711,606527,12405,7,588.5,82.9,0,0,0,612,0,0,2987,3463,0,656,364,0,0,0,0,1824
-4.3,51137,1.3,2820,17.7,28093,37.3,4469,43.9,2.6,1.5,35.3,840250,577738,10413,10,724.74,70.6,0,0,0,409,0,0,1349,2982,0,321,112,0,0,0,0,615
-1.2,20747,0.2,1178,30.6,29925,28.4,1806,0,0,0,28.6,287499,178937,8466,2,810.75,25.6,0,0,0,251,0,0,1735,1441,0,122,98,0,0,0,0,1306
-2.7,10253,0.7,531,30.8,33524,24.9,1065,0,0,0,34.7,0,69649,7119,2,420.94,24.4,0,0,0,79,0,0,1191,397,0,128,99,0,0,0,0,884
-7,9878,0,386,35.4,33618,27.8,789,0,0,0,25.5,0,59831,5857,0,678.11,14.6,0,0,0,69,0,0,364,1269,0,30,22,0,0,0,0,225
-3.8,19198,0.5,1102,27.6,30821,29.8,1549,0,0,0,18,483377,183152,9297,32,607.25,31.6,0,0,0,202,0,0,1156,1442,0,231,121,0,0,0,0,941
-3.2,12678,0.2,929,23.2,32930,22.2,872,17.1,0,0,0,0,59650,4341,10,467.13,27.1,0,0,0,215,0,0,1029,1214,0,116,70,0,0,0,0,612
-0.9,28065,4.3,1658,26.6,26336,35.5,1886,0,0,0,30.6,371801,230475,8056,6,922.95,30.4,0,0,0,203,0,0,1510,2203,0,206,152,0,0,0,0,842
0,25607,2.4,1591,16.7,34733,23.7,2066,0,1.4,0,28.2,0,310089,12590,54,567.32,45.1,0,0,0,1153,0,0,1404,799,0,513,299,0,0,0,0,1164
0.5,17291,0.4,1496,23.3,54336,8.2,0,0,0,0,0,0,79988,4751,4,432.7,40,0,0,0,728,0,0,1457,498,0,404,221,0,0,0,0,1290
-5.3,5685,0.2,585,18.1,44426,11.6,845,0,0,0,13.5,0,86619,14207,1,547.3,10.4,0,0,0,173,0,0,487,141,0,123,135,0,0,0,0,325
1.4,25529,1.5,1954,21.1,43013,17,1746,0,0,0,15.3,1337135,247806,9643,3,692.24,36.9,0,0,0,728,0,0,1611,749,0,423,229,0,0,0,0,1642
0.2,35597,4.4,3445,22.4,38710,19.1,3318,0,0,1.3,28.5,1409848,413782,11466,13,778.25,45.7,0,0,0,796,0,0,3030,874,0,400,255,0,0,0,0,3189
-2.8,12402,2.2,991,19.3,40580,18.7,1264,0,0,0,28.2,174302,135142,10623,2,591.92,21,0,0,0,214,0,0,986,205,0,170,103,0,0,0,0,1560
-2.7,17049,0.8,1129,28.5,38579,18.6,1459,0,0,0,0,0,135422,7994,1,836.69,20.4,0,0,0,632,0,0,1306,518,0,199,143,0,0,0,0,1080
-1.3,19056,0.8,2393,29,32951,20.1,1565,0,0,0,0,0,174325,9379,0,704.06,27.1,0,0,0,567,0,0,2278,669,0,287,138,0,0,0,0,1314
0.3,12363,0.6,1111,34.2,37716,19.9,1146,0,0,0,0,0,59556,4912,0,617.91,20,0,0,0,203,0,0,1272,242,0,141,98,0,0,0,0,1111
6.2,162642,6.3,9703,18.2,48627,20,14676,0,2.4,0.9,24.6,0,3012263,19777,1414,685.41,237.3,0,0,0,15076,0,0,7898,9628,0,3728,2106,0,0,0,0,11219
0.3,89201,3.4,7082,17.4,44363,17,7173,0,1.6,0.5,23.2,0,1438683,16199,95,408.03,218.6,0,0,0,4148,0,0,4691,3443,0,1478,847,0,0,0,0,3878
0.4,42794,1.2,4218,16.9,34969,21.2,4050,0,0,0,26.5,632708,634785,15437,25,694.67,61.6,0,0,0,766,0,0,3652,889,0,427,324,0,0,0,0,2676
-4.1,9424,0.9,950,32.9,41169,14.3,0,0,0,0,0,0,34109,3691,11,426.39,22.1,0,0,0,314,0,0,780,244,0,149,96,0,0,0,0,701
0.9,44332,1.6,3710,21.3,47964,13,2811,0,0,0,29.2,0,331093,7660,52,834.58,53.1,0,0,0,1678,0,0,3141,1378,0,584,366,0,0,0,0,3261
0,44002,2.3,5092,21.1,43458,16.1,5641,0,0,0,18.7,251109,677919,16779,54,655.92,67.1,0,0,0,1419,0,0,5467,1388,0,846,473,0,0,0,0,2985
3.1,75674,2.3,5919,18.6,46516,15.8,7342,2.5,0,0,24.6,0,1353015,18626,187,578.54,130.8,0,0,0,2335,0,0,6137,2076,0,1245,694,0,0,0,0,7332
-2.7,9295,1.1,869,24.4,46002,13.6,869,0,0,0,36.3,0,60608,6161,11,694.62,13.4,0,0,0,255,0,0,1004,233,0,150,90,0,0,0,0,656
-0.1,6265,0.8,572,23.5,30962,21.9,714,0,0,0,27.9,0,27709,4668,3,507.36,12.3,0,0,0,142,0,0,623,138,0,59,50,0,0,0,0,404
1.4,99478,2,8688,27.8,60350,8.9,9203,0,0,1.3,27.7,483706,898675,9180,305,696.84,142.8,0,0,0,4185,0,0,6886,3765,0,1648,1064,0,0,0,0,7671
-0.2,13982,1.1,1478,25.1,30302,23.3,0,0,0,0,0,0,119883,8694,6,474.48,29.5,0,0,0,361,0,0,1355,332,0,182,102,0,0,0,0,1404
-1.7,7831,0.5,646,21.9,39385,16.5,703,0,0,0,29.6,0,51816,6682,0,751.18,10.4,0,0,0,274,0,0,597,321,0,132,74,0,0,0,0,569
6,77422,1.9,6611,25.6,52838,10.6,7712,0,0,1.2,21.4,255616,716787,9781,390,562.65,137.6,0,0,0,3073,0,0,6907,2146,0,1181,833,0,0,0,0,10586
-3.1,7139,0.4,700,25.3,40204,17.6,505,0,0,0,24.8,0,88695,12319,4,504.69,14.1,0,0,0,178,0,0,545,202,0,77,51,0,0,0,0,456
5.3,221939,4.8,17663,23,60936,9,17862,2.3,2.3,0,28.5,10903503,3366942,15427,222,397.3,558.6,0,0,0,12542,0,0,12291,10630,0,3884,2368,0,0,0,0,13559
-2.1,20743,0.7,2125,27.2,53826,10.2,1587,0,0,0,0,0,147247,7019,28,418.96,49.5,0,0,0,852,0,0,1635,765,0,277,211,0,0,0,0,1394
0.8,75990,3,6518,16.9,53931,13.3,6119,0,2,1.1,26.3,1568097,1203694,16357,188,393.75,193,0,0,0,3303,0,0,5553,2798,0,1587,1065,0,0,0,0,6159
-0.1,17601,1.5,1392,22.5,45992,17.8,1670,0,0,0,20.1,155345,225574,12858,4,564.77,31.2,0,0,0,501,0,0,1248,516,0,256,137,0,0,0,0,1369
-0.2,24696,0.7,2598,28.6,35897,21.1,1927,0,0,0,23.5,271662,174262,7267,11,742.52,33.3,0,0,0,712,0,0,2189,522,0,155,152,0,0,0,0,1522
-3.2,7883,0.7,831,24.9,35483,20.6,0,0,0,0,0,0,46902,6222,0,490.01,16.1,0,0,0,213,0,0,787,201,0,112,69,0,0,0,0,997
-2.3,16777,0.5,1615,31,40120,22.8,1600,0,0,0,22.1,0,144726,8610,0,540.77,31,0,0,0,515,0,0,1672,397,0,179,126,0,0,0,0,1618
-1.6,8433,1.1,800,28.9,42393,14.7,592,0,0,0,19.9,0,45292,5630,1,563.24,15,0,0,0,221,0,0,634,239,0,105,74,0,0,0,0,410
-1.6,12892,1.9,1277,23.7,44092,9.9,0,0,0,0,0,0,128002,10405,2,421.36,30.6,0,0,0,328,0,0,800,221,0,127,105,0,0,0,0,718
0,15657,0.9,1554,24.1,36311,20.9,1443,0,0,0,0,246567,124535,8310,6,752.79,20.8,0,0,0,449,0,0,1688,327,0,168,139,0,0,0,0,1198
-1,13684,0.5,1425,30.7,32130,22.6,1315,0,0,0,0,0,93694,6979,1,813.63,16.8,0,0,0,384,0,0,1657,268,0,133,93,0,0,0,0,1155
-1.9,31953,2.6,2353,20.1,31304,25.6,2439,3.5,0,0,22.9,0,371322,11781,15,541.07,59.1,0,0,0,448,0,0,1781,724,0,179,113,0,0,0,0,1037
0.6,101492,1.1,8051,27.9,48857,12.5,8512,0,0.3,0,26.3,2432105,1326744,13268,295,922.68,110,0,0,0,4784,0,0,9080,3701,0,1561,1148,0,0,0,0,8117
-2.3,15222,0.7,1329,27.1,41392,14.8,1844,0,0,0,0,172359,146014,9486,3,517.8,29.4,0,0,0,507,0,0,1429,401,0,203,141,0,0,0,0,1276
1.3,6738,0.8,604,20.5,39192,17.2,830,0,0,0,0,0,59228,9511,4,491.42,13.7,0,0,0,176,0,0,435,171,0,116,69,0,0,0,0,405
3.9,275174,3.1,23944,19,40337,18.7,26031,1.9,1.1,1.4,25.2,3845368,4710360,17856,1614,675.3,407.5,0,0,0,17403,0,0,16649,10910,0,4618,2684,0,0,0,0,26784
-0.6,10261,1,819,20.3,37964,15.8,669,0,0,0,0,0,88259,8765,4,435.28,23.6,0,0,0,262,0,0,978,219,0,163,79,0,0,0,0,673
-3.6,8957,1.2,820,21.2,37739,16.3,1121,0,0,0,0,0,143542,16382,3,722.5,12.4,0,0,0,163,0,0,755,158,0,141,85,0,0,0,0,591
-1.1,22272,1.2,2212,23,39839,18.1,1849,0,0,0,0,566623,284256,12697,6,696.95,32,0,0,0,696,0,0,1636,780,0,354,191,0,0,0,0,1395
-4.2,9627,0.6,1315,32.6,29325,21.6,995,0,0,0,0,0,49990,5516,0,399.09,24.1,0,0,0,60,0,0,297,73,0,19,30,0,0,0,0,178
-8.1,4912,0.5,515,20.3,42979,12.3,537,0,0,0,0,0,35782,7214,0,462.69,10.6,0,0,0,110,0,0,504,128,0,81,69,0,0,0,0,381
0.1,10144,1.3,842,24.5,42747,18.2,946,0,0,0,0,0,88059,8968,1,463.85,21.9,0,0,0,408,0,0,693,413,0,135,78,0,0,0,0,798
-0.6,40400,1.5,3567,19.6,32533,23.8,4515,0,0,0,18.4,682130,545843,14163,19,927.25,43.6,0,0,0,1209,0,0,4230,833,0,491,351,0,0,0,0,3146
-3.4,10630,0.8,1087,24.7,36387,23.7,1017,0,0,0,19.2,0,65805,6524,0,550.26,19.3,0,0,0,426,0,0,800,349,0,78,74,0,0,0,0,638
1.3,674158,5.7,48827,22.8,47015,17.4,54793,10.1,1.9,2.9,27.6,8939022,8460776,12347,3864,604.46,1115.3,0,0,0,42823,0,0,26714,48860,0,9426,5016,0,0,0,0,28661
0.1,117404,3.8,8408,18.4,40399,18.4,9052,0,0,1.9,28,3336561,1967427,17111,371,638.49,183.9,0,0,0,3826,0,0,6725,2289,0,1360,1047,0,0,0,0,11113
1.8,218733,1.7,17825,30.1,54845,11.3,15398,0,0,0,26.6,1538071,1709786,7919,520,656.63,333.1,0,0,0,11830,0,0,17781,9637,0,233,2005,0,0,0,0,13883
3.4,52595,2.6,6242,22.7,47223,17.6,4928,0,0,0,28.5,0,412938,7940,75,829.28,63.4,0,0,0,1944,0,0,3035,1473,0,713,483,0,0,0,0,2987
-3.2,4131,1.2,364,21.1,34481,26.3,250,0,0,0,0,0,27773,6876,0,504.01,8.2,0,0,0,94,0,0,343,134,0,64,32,0,0,0,0,260
-0.4,35571,1.2,3365,21.6,39013,19.7,3856,0,0,0,17,1225562,469720,13316,17,764.72,46.5,0,0,0,927,0,0,3493,737,0,453,310,0,0,0,0,3229
-2.1,33381,1.1,2654,26.5,50527,9.5,3174,0,0,0,0,225710,301376,9230,27,628.43,53.1,0,0,0,1324,0,0,2518,1173,0,561,372,0,0,0,0,2349
-1.6,38634,2.5,3803,21.6,39334,18.6,3356,0,1.3,0,0,608675,419502,11171,14,611.74,63.2,0,0,0,1028,0,0,3135,872,0,429,264,0,0,0,0,4235
-0.7,10211,1.7,815,24.1,42071,15,639,0,0,0,0,0,59309,5933,7,505.04,20.2,0,0,0,239,0,0,801,239,0,104,60,0,0,0,0,601
3.2,52566,1.6,3873,34.1,52835,13.6,4330,0,0,0,21,528261,433169,8413,50,626.56,83.9,0,0,0,1976,0,0,4144,1561,0,413,350,0,0,0,0,3730
-3.5,12761,1.5,902,17.7,38250,15.1,1001,0,0,0,0,166854,117732,9230,0,615.56,20.7,0,0,0,409,0,0,955,436,0,149,107,0,0,0,0,856
-0.9,15195,0.8,1301,16.4,40116,17.8,1364,0,0,0,30.1,130272,234535,16582,17,532.33,28.5,0,0,0,398,0,0,1191,397,0,261,149,0,0,0,0,886
-1.2,23083,8,2096,27.1,37997,21.8,1388,0,0,2.1,20.1,0,223284,9735,4,539.48,42.8,0,0,0,385,0,0,1580,364,0,171,151,0,0,0,0,1571
-0.6,15566,0.5,1395,20.8,38443,16.2,1687,0,0,0,30.4,0,156455,10118,4,801.23,19.4,0,0,0,505,0,0,1489,421,0,273,124,0,0,0,0,1246
1.2,12226,1.4,1038,25.7,35870,21.4,792,0,0,0,0,0,106559,8661,5,494.39,24.7,0,0,0,334,0,0,916,346,0,119,76,0,0,0,0,808
-1.8,9176,1.3,912,28.2,42566,16.7,717,0,0,0,0,0,46261,5125,0,526.98,17.4,0,0,0,291,0,0,958,305,0,88,61,0,0,0,0,748
0.5,28781,1.4,2196,19.5,42046,16.2,2150,0,0,0,21.5,0,422995,15033,43,436.92,65.9,0,0,0,707,0,0,2064,925,0,370,242,0,0,0,0,2263
-1.7,3785,1.4,364,21.1,40272,20.3,289,0,0,0,0,0,20164,5850,0,453.84,8.3,0,0,0,63,0,0,455,69,0,48,22,0,0,0,0,208
1.6,24748,1.1,2496,28.8,35507,20.9,2115,0,0,0,18.4,74805,451776,18214,85,592.6,41.8,0,0,0,480,0,0,2482,432,0,325,213,0,0,0,0,1918
-0.9,14358,1,1020,18.6,29787,26.9,715,0,0,0,28,0,161504,11946,7,411.58,34.9,0,0,0,209,0,0,970,486,0,106,62,0,0,0,0,654
1.6,15607,2.6,1252,25.8,47118,11.4,1004,0,0,0,0,0,159656,10580,0,415.03,37.6,0,0,0,409,0,0,1144,340,0,218,141,0,0,0,0,1374
-1.5,8840,0.5,855,25.9,40657,14.7,0,0,0,0,0,0,47986,5219,4,647.65,13.6,0,0,0,226,0,0,698,252,0,129,59,0,0,0,0,694
-3.2,12236,0.7,1125,28.3,40236,17.5,1094,0,0,0,17.5,121656,81503,6829,20,536.25,22.8,0,0,0,324,0,0,1192,330,0,166,93,0,0,0,0,898
-1.6,20565,1.2,2224,25,34797,23.4,1923,0,0,0,12.4,108135,191467,9221,4,597.63,34.4,0,0,0,506,0,0,1976,554,0,240,165,0,0,0,0,1345
-3.6,18956,0.9,1681,16.2,35793,21.7,1068,0,0,0,19.1,0,509771,28850,7,674.84,28.1,0,0,0,360,0,0,1376,691,0,119,90,0,0,0,0,868
0.8,58114,3.6,4532,20.9,42268,15,5599,0,0,0,21.2,646652,605682,10809,37,624.77,93,0,0,0,1553,0,0,4303,1240,0,789,500,0,0,0,0,6452
-1.2,23370,1.4,1277,15.5,36641,28.4,2296,0,0,0,19.5,866565,206771,9377,36,876.96,26.6,0,0,0,831,0,0,1268,616,0,461,281,0,0,0,0,1265
0.3,10881,1.3,1120,21.2,27743,27.7,1002,0,0,0,26.3,0,90916,8789,2,789.8,13.8,0,0,0,271,0,0,941,319,0,84,59,0,0,0,0,687
-1.3,13878,0.4,1125,26,51408,8.7,0,0,0,0,0,433058,132832,9940,0,604.35,23,0,0,0,326,0,0,1316,314,0,207,129,0,0,0,0,1207
-2.4,9723,0.4,1374,29.7,32078,20,0,0,0,0,0,0,45982,4913,5,744.97,13.1,0,0,0,293,0,0,1099,217,0,117,66,0,0,0,0,841
-3.5,18296,0.8,1264,15.5,28889,29.3,1043,0,0,0,41.9,0,209476,11275,8,492.54,37.1,0,0,0,250,0,0,1155,602,0,98,74,0,0,0,0,630
1.2,18971,1.8,1546,21.5,47876,12,1584,0,0,0,19.3,711618,263521,14060,34,474.35,40,0,0,0,437,0,0,1561,436,0,291,196,0,0,0,0,1530
0.1,42201,6.6,3559,19.4,38580,18.4,3399,0,0,0,21.2,1535848,547263,13415,18,682.22,61.9,0,0,0,1509,0,0,3343,1265,0,634,454,0,0,0,0,2697
-0.7,45156,4,4190,19.2,41964,18.1,3050,1.3,0,0,29.3,454757,632535,14900,114,671.78,67.2,0,0,0,1744,0,0,3425,1137,0,553,419,0,0,0,0,2978
0.1,18516,0.9,1843,21.3,39850,15.1,1252,0,0,0,26.8,308929,161331,8746,12,670.44,27.6,0,0,0,475,0,0,1241,661,0,179,99,0,0,0,0,1096
6.1,89322,5.8,7457,23.3,67721,7.4,8768,3.4,3.2,2.1,29.4,2077389,1737430,19821,228,420.19,212.6,0,0,0,5142,0,0,5492,4645,0,2134,1056,0,0,0,0,5798
-0.3,31137,1.1,2450,24.3,39512,23.6,2961,0,0,0,25.9,0,275957,9140,59,635.52,49,0,0,0,851,0,0,2240,744,0,420,264,0,0,0,0,3430
2.2,52274,5.3,7259,18.6,49820,12.8,2698,2.8,0,0,28,0,376475,8479,72,547.1,95.5,0,0,0,1020,0,0,2802,860,0,392,269,0,0,0,0,1872
-3,4979,1.1,506,22,36713,18.8,503,0,0,0,0,0,38629,7916,3,517.32,9.6,0,0,0,108,0,0,565,102,0,98,49,0,0,0,0,303
0.9,10167,0.1,1042,21.5,47969,9.9,828,0,0,0,18.2,0,60215,6189,0,469.78,21.6,0,0,0,311,0,0,961,415,0,124,90,0,0,0,0,831
-1.3,25414,0.4,2006,20.9,37203,19.4,1726,0,0,0,0,196853,293462,11460,14,482.68,52.7,0,0,0,750,0,0,1887,647,0,299,195,0,0,0,0,1659
